000.000 =============================================================
000.000                     Station A                               
000.000 -------------------------------------------------------------
000.000 Protocol.lib, version 4.0, jiangyanjun0718@bupt.edu.cn
000.000 Channel: 8000 bps, 270 ms propagation delay, bit error rate 1.0E-05
000.000 Log file "long-default-A.log", TCP port 10070, debug mask 0x00
000.000 Station A is waiting for station B on TCP port 10070 ... Done.
000.413 New epoch: Wed May  6 15:52:11 2026
000.413 =================================================================
000.414 
000.414 Designed by Jiang Yanjun, build: May  6 2026  15:34:40
004.503 .... 5 packets received, 2683 bps, 33.54%, Err 1 (3.3e-05)
348.614 .... 1028 packets received, 6051 bps, 75.64%, Err 26 (9.9e-06)
350.766 .... 1036 packets received, 6061 bps, 75.76%, Err 27 (1.0e-05)
354.779 .... 1040 packets received, 6015 bps, 75.19%, Err 28 (1.0e-05)
356.847 .... 1051 packets received, 6044 bps, 75.54%, Err 28 (1.0e-05)
358.997 .... 1058 packets received, 6047 bps, 75.59%, Err 28 (1.0e-05)
361.044 .... 1064 packets received, 6047 bps, 75.59%, Err 28 (1.0e-05)
363.221 .... 1072 packets received, 6056 bps, 75.70%, Err 28 (1.0e-05)
366.635 .... 1076 packets received, 6022 bps, 75.27%, Err 29 (1.0e-05)
368.786 .... 1084 packets received, 6031 bps, 75.39%, Err 29 (1.0e-05)
370.942 .... 1092 packets received, 6040 bps, 75.50%, Err 29 (1.0e-05)
373.627 .... 1100 packets received, 6041 bps, 75.51%, Err 29 (1.0e-05)
377.908 .... 1107 packets received, 6010 bps, 75.13%, Err 30 (1.1e-05)
380.098 .... 1119 packets received, 6040 bps, 75.50%, Err 30 (1.0e-05)
382.221 .... 1126 packets received, 6044 bps, 75.55%, Err 30 (1.0e-05)
382.496 ** WARNING: System too busy, sleep 15 ms, but be awakened 79 ms later
384.343 .... 1132 packets received, 6043 bps, 75.53%, Err 30 (1.0e-05)
386.785 .... 1139 packets received, 6042 bps, 75.52%, Err 30 (1.0e-05)
389.328 .... 1147 packets received, 6044 bps, 75.55%, Err 30 (1.0e-05)
392.208 .... 1155 packets received, 6042 bps, 75.52%, Err 30 (1.0e-05)
394.629 .... 1163 packets received, 6046 bps, 75.58%, Err 30 (1.0e-05)
397.060 .... 1171 packets received, 6050 bps, 75.63%, Err 30 (1.0e-05)
399.498 .... 1179 packets received, 6054 bps, 75.68%, Err 30 (9.9e-06)
402.314 .... 1187 packets received, 6053 bps, 75.66%, Err 30 (9.9e-06)
404.715 .... 1195 packets received, 6057 bps, 75.72%, Err 30 (9.8e-06)
408.744 .... 1201 packets received, 6028 bps, 75.35%, Err 31 (1.0e-05)
410.745 .... 1210 packets received, 6043 bps, 75.54%, Err 31 (1.0e-05)
413.455 .... 1212 packets received, 6013 bps, 75.17%, Err 32 (1.0e-05)
415.567 .... 1221 packets received, 6027 bps, 75.34%, Err 32 (1.0e-05)
417.727 .... 1228 packets received, 6030 bps, 75.38%, Err 33 (1.0e-05)
420.099 .... 1229 packets received, 6001 bps, 75.02%, Err 33 (1.0e-05)
422.334 .... 1237 packets received, 6008 bps, 75.10%, Err 34 (1.1e-05)
424.456 .... 1244 packets received, 6012 bps, 75.15%, Err 34 (1.1e-05)
426.602 .... 1251 packets received, 6015 bps, 75.19%, Err 34 (1.1e-05)
428.750 .... 1258 packets received, 6019 bps, 75.23%, Err 34 (1.1e-05)
433.012 .... 1264 packets received, 5988 bps, 74.85%, Err 35 (1.1e-05)
435.012 .... 1273 packets received, 6003 bps, 75.03%, Err 35 (1.1e-05)
437.170 .... 1281 packets received, 6011 bps, 75.13%, Err 35 (1.1e-05)
439.566 .... 1288 packets received, 6010 bps, 75.13%, Err 35 (1.1e-05)
441.975 .... 1296 packets received, 6015 bps, 75.18%, Err 35 (1.0e-05)
444.105 .... 1304 packets received, 6023 bps, 75.28%, Err 35 (1.0e-05)
447.296 .... 1312 packets received, 6016 bps, 75.20%, Err 35 (1.0e-05)
449.415 .... 1320 packets received, 6024 bps, 75.31%, Err 35 (1.0e-05)
451.542 .... 1328 packets received, 6032 bps, 75.41%, Err 35 (1.0e-05)
453.682 .... 1336 packets received, 6040 bps, 75.50%, Err 35 (1.0e-05)
455.703 .... 1341 packets received, 6036 bps, 75.45%, Err 35 (1.0e-05)
457.824 .... 1348 packets received, 6039 bps, 75.49%, Err 35 (1.0e-05)
459.907 .... 1356 packets received, 6047 bps, 75.59%, Err 35 (1.0e-05)
461.974 .... 1361 packets received, 6043 bps, 75.53%, Err 35 (1.0e-05)
464.162 .... 1368 packets received, 6045 bps, 75.56%, Err 35 (1.0e-05)
465.944 ** WARNING: System too busy, sleep 15 ms, but be awakened 69 ms later
466.812 .... 1376 packets received, 6046 bps, 75.57%, Err 35 (9.9e-06)
468.912 .... 1383 packets received, 6049 bps, 75.62%, Err 36 (1.0e-05)
471.067 .... 1390 packets received, 6052 bps, 75.65%, Err 36 (1.0e-05)
471.918 ** WARNING: System too busy, sleep 15 ms, but be awakened 83 ms later
473.187 .... 1396 packets received, 6051 bps, 75.64%, Err 36 (1.0e-05)
475.284 .... 1404 packets received, 6059 bps, 75.73%, Err 36 (1.0e-05)
477.346 .... 1408 packets received, 6050 bps, 75.62%, Err 36 (1.0e-05)
478.807 ** WARNING: System too busy, sleep 15 ms, but be awakened 113 ms later
479.792 .... 1416 packets received, 6053 bps, 75.66%, Err 36 (1.0e-05)
482.365 .... 1424 packets received, 6055 bps, 75.68%, Err 36 (9.9e-06)
484.582 .... 1432 packets received, 6061 bps, 75.76%, Err 36 (9.9e-06)
487.313 .... 1440 packets received, 6060 bps, 75.75%, Err 37 (1.0e-05)
489.663 .... 1448 packets received, 6065 bps, 75.81%, Err 37 (1.0e-05)
492.465 .... 1456 packets received, 6063 bps, 75.79%, Err 37 (1.0e-05)
494.908 .... 1464 packets received, 6067 bps, 75.83%, Err 37 (9.9e-06)
497.433 .... 1472 packets received, 6069 bps, 75.86%, Err 38 (1.0e-05)
499.890 .... 1480 packets received, 6072 bps, 75.90%, Err 38 (1.0e-05)
502.032 .... 1488 packets received, 6078 bps, 75.98%, Err 38 (1.0e-05)
504.683 .... 1496 packets received, 6079 bps, 75.99%, Err 38 (1.0e-05)
506.853 .... 1504 packets received, 6085 bps, 76.07%, Err 38 (9.9e-06)
509.528 .... 1512 packets received, 6086 bps, 76.07%, Err 39 (1.0e-05)
511.641 .... 1519 packets received, 6088 bps, 76.11%, Err 39 (1.0e-05)
513.775 .... 1527 packets received, 6095 bps, 76.19%, Err 39 (1.0e-05)
515.898 .... 1532 packets received, 6090 bps, 76.12%, Err 39 (1.0e-05)
518.018 .... 1540 packets received, 6097 bps, 76.21%, Err 39 (1.0e-05)
520.272 .... 1546 packets received, 6094 bps, 76.17%, Err 39 (9.9e-06)
522.661 .... 1554 packets received, 6097 bps, 76.22%, Err 39 (9.9e-06)
525.084 .... 1562 packets received, 6100 bps, 76.25%, Err 39 (9.8e-06)
527.516 .... 1570 packets received, 6103 bps, 76.29%, Err 39 (9.8e-06)
529.918 .... 1578 packets received, 6106 bps, 76.33%, Err 39 (9.7e-06)
533.434 .... 1582 packets received, 6082 bps, 76.02%, Err 40 (9.9e-06)
535.692 .... 1591 packets received, 6090 bps, 76.13%, Err 40 (9.9e-06)
537.847 .... 1599 packets received, 6096 bps, 76.21%, Err 40 (9.8e-06)
540.275 .... 1606 packets received, 6096 bps, 76.19%, Err 40 (9.8e-06)
542.363 .... 1613 packets received, 6099 bps, 76.23%, Err 40 (9.8e-06)
544.538 .... 1620 packets received, 6100 bps, 76.26%, Err 40 (9.7e-06)
546.723 .... 1627 packets received, 6102 bps, 76.28%, Err 40 (9.7e-06)
548.906 .... 1634 packets received, 6104 bps, 76.30%, Err 40 (9.6e-06)
550.986 .... 1640 packets received, 6103 bps, 76.29%, Err 40 (9.6e-06)
553.077 .... 1648 packets received, 6110 bps, 76.38%, Err 40 (9.6e-06)
556.341 .... 1650 packets received, 6081 bps, 76.02%, Err 42 (1.0e-05)
559.171 .... 1656 packets received, 6073 bps, 75.91%, Err 42 (9.9e-06)
561.877 .... 1664 packets received, 6073 bps, 75.91%, Err 42 (9.9e-06)
564.044 .... 1672 packets received, 6078 bps, 75.98%, Err 42 (9.9e-06)
566.661 .... 1680 packets received, 6079 bps, 75.99%, Err 42 (9.8e-06)
569.109 .... 1688 packets received, 6082 bps, 76.02%, Err 42 (9.8e-06)
571.221 .... 1695 packets received, 6084 bps, 76.06%, Err 42 (9.7e-06)
573.335 .... 1702 packets received, 6087 bps, 76.09%, Err 42 (9.7e-06)
575.379 .... 1708 packets received, 6087 bps, 76.08%, Err 42 (9.7e-06)
577.549 .... 1715 packets received, 6089 bps, 76.11%, Err 42 (9.6e-06)
579.651 .... 1722 packets received, 6091 bps, 76.14%, Err 42 (9.6e-06)
581.787 .... 1730 packets received, 6097 bps, 76.21%, Err 42 (9.6e-06)
584.112 .... 1736 packets received, 6094 bps, 76.17%, Err 42 (9.5e-06)
586.509 .... 1744 packets received, 6097 bps, 76.21%, Err 42 (9.5e-06)
589.064 .... 1752 packets received, 6098 bps, 76.23%, Err 42 (9.4e-06)
591.458 .... 1760 packets received, 6101 bps, 76.27%, Err 43 (9.6e-06)
593.587 .... 1768 packets received, 6107 bps, 76.34%, Err 43 (9.6e-06)
598.769 .... 1775 packets received, 6078 bps, 75.98%, Err 46 (1.0e-05)
602.135 .... 1784 packets received, 6075 bps, 75.93%, Err 46 (1.0e-05)
604.307 .... 1789 packets received, 6070 bps, 75.87%, Err 46 (1.0e-05)
606.373 .... 1797 packets received, 6076 bps, 75.95%, Err 46 (1.0e-05)
608.588 .... 1803 packets received, 6074 bps, 75.93%, Err 46 (1.0e-05)
610.973 .... 1809 packets received, 6071 bps, 75.88%, Err 46 (1.0e-05)
613.106 .... 1816 packets received, 6073 bps, 75.91%, Err 46 (9.9e-06)
615.213 .... 1824 packets received, 6079 bps, 75.98%, Err 46 (9.9e-06)
617.273 .... 1829 packets received, 6075 bps, 75.94%, Err 46 (9.9e-06)
619.404 .... 1836 packets received, 6077 bps, 75.97%, Err 46 (9.8e-06)
621.416 .... 1842 packets received, 6077 bps, 75.97%, Err 46 (9.8e-06)
623.810 .... 1850 packets received, 6080 bps, 76.00%, Err 46 (9.8e-06)
626.232 .... 1858 packets received, 6083 bps, 76.04%, Err 46 (9.7e-06)
628.307 .... 1866 packets received, 6089 bps, 76.11%, Err 46 (9.7e-06)
630.493 .... 1872 packets received, 6087 bps, 76.09%, Err 46 (9.7e-06)
632.900 .... 1880 packets received, 6090 bps, 76.13%, Err 46 (9.6e-06)
636.205 .... 1882 packets received, 6065 bps, 75.81%, Err 47 (9.8e-06)
638.542 .... 1890 packets received, 6068 bps, 75.85%, Err 47 (9.7e-06)
640.740 .... 1898 packets received, 6073 bps, 75.91%, Err 47 (9.7e-06)
643.391 .... 1906 packets received, 6074 bps, 75.92%, Err 47 (9.7e-06)
645.849 .... 1914 packets received, 6076 bps, 75.95%, Err 47 (9.6e-06)
648.277 .... 1922 packets received, 6078 bps, 75.98%, Err 47 (9.6e-06)
650.355 .... 1929 packets received, 6081 bps, 76.01%, Err 47 (9.6e-06)
652.516 .... 1936 packets received, 6083 bps, 76.03%, Err 47 (9.5e-06)
654.640 .... 1944 packets received, 6088 bps, 76.10%, Err 47 (9.5e-06)
656.956 .... 1949 packets received, 6082 bps, 76.03%, Err 47 (9.5e-06)
661.206 .... 1956 packets received, 6065 bps, 75.81%, Err 48 (9.6e-06)
663.973 .... 1964 packets received, 6064 bps, 75.80%, Err 48 (9.6e-06)
666.094 .... 1972 packets received, 6069 bps, 75.87%, Err 48 (9.5e-06)
669.011 .... 1980 packets received, 6067 bps, 75.84%, Err 48 (9.5e-06)
671.403 .... 1988 packets received, 6070 bps, 75.88%, Err 48 (9.5e-06)
676.569 .... 1996 packets received, 6048 bps, 75.60%, Err 49 (9.6e-06)
679.639 .... 2004 packets received, 6045 bps, 75.56%, Err 49 (9.6e-06)
681.834 .... 2012 packets received, 6049 bps, 75.62%, Err 49 (9.5e-06)
684.440 .... 2020 packets received, 6050 bps, 75.63%, Err 49 (9.5e-06)
686.624 .... 2028 packets received, 6055 bps, 75.69%, Err 49 (9.5e-06)
689.616 .... 2036 packets received, 6052 bps, 75.66%, Err 49 (9.4e-06)
691.666 .... 2044 packets received, 6058 bps, 75.73%, Err 50 (9.6e-06)
694.602 .... 2052 packets received, 6056 bps, 75.70%, Err 51 (9.7e-06)
697.546 .... 2055 packets received, 6039 bps, 75.49%, Err 52 (9.9e-06)
699.895 .... 2063 packets received, 6043 bps, 75.53%, Err 52 (9.9e-06)
702.065 .... 2071 packets received, 6047 bps, 75.59%, Err 52 (9.8e-06)
706.882 .... 2078 packets received, 6026 bps, 75.33%, Err 53 (9.9e-06)
709.039 .... 2090 packets received, 6043 bps, 75.53%, Err 53 (9.9e-06)
711.152 .... 2097 packets received, 6045 bps, 75.56%, Err 53 (9.9e-06)
714.340 .... 2100 packets received, 6026 bps, 75.33%, Err 54 (1.0e-05)
716.361 .... 2110 packets received, 6038 bps, 75.48%, Err 54 (1.0e-05)
718.476 .... 2118 packets received, 6043 bps, 75.54%, Err 54 (1.0e-05)
720.629 .... 2126 packets received, 6048 bps, 75.60%, Err 54 (9.9e-06)
723.544 .... 2133 packets received, 6043 bps, 75.54%, Err 54 (9.9e-06)
725.721 .... 2141 packets received, 6048 bps, 75.60%, Err 54 (9.9e-06)
728.573 .... 2149 packets received, 6046 bps, 75.58%, Err 54 (9.8e-06)
730.935 .... 2157 packets received, 6049 bps, 75.62%, Err 54 (9.8e-06)
732.330 ** WARNING: System too busy, sleep 15 ms, but be awakened 67 ms later
733.155 .... 2165 packets received, 6053 bps, 75.67%, Err 55 (9.9e-06)
735.820 .... 2166 packets received, 6034 bps, 75.43%, Err 55 (9.9e-06)
739.392 .... 2174 packets received, 6027 bps, 75.34%, Err 55 (9.9e-06)
742.845 .... 2179 packets received, 6013 bps, 75.16%, Err 56 (1.0e-05)
744.873 .... 2188 packets received, 6021 bps, 75.27%, Err 56 (1.0e-05)
747.066 .... 2195 packets received, 6023 bps, 75.29%, Err 56 (1.0e-05)
749.588 .... 2203 packets received, 6024 bps, 75.31%, Err 56 (9.9e-06)
754.417 .... 2211 packets received, 6008 bps, 75.10%, Err 57 (1.0e-05)
756.089 ** WARNING: System too busy, sleep 15 ms, but be awakened 91 ms later
756.720 .... 2219 packets received, 6011 bps, 75.14%, Err 57 (1.0e-05)
758.918 .... 2227 packets received, 6015 bps, 75.19%, Err 57 (1.0e-05)
761.601 .... 2235 packets received, 6016 bps, 75.19%, Err 57 (9.9e-06)
764.020 .... 2243 packets received, 6018 bps, 75.22%, Err 58 (1.0e-05)
766.110 .... 2250 packets received, 6020 bps, 75.25%, Err 58 (1.0e-05)
768.847 .... 2251 packets received, 6001 bps, 75.02%, Err 59 (1.0e-05)
771.782 .... 2259 packets received, 6000 bps, 75.00%, Err 59 (1.0e-05)
773.899 .... 2267 packets received, 6005 bps, 75.06%, Err 59 (1.0e-05)
776.500 .... 2275 packets received, 6006 bps, 75.07%, Err 59 (1.0e-05)
778.943 .... 2283 packets received, 6008 bps, 75.10%, Err 59 (1.0e-05)
781.105 .... 2290 packets received, 6009 bps, 75.12%, Err 59 (1.0e-05)
783.196 .... 2297 packets received, 6012 bps, 75.15%, Err 59 (1.0e-05)
785.358 .... 2304 packets received, 6013 bps, 75.17%, Err 59 (1.0e-05)
787.523 .... 2311 packets received, 6015 bps, 75.19%, Err 59 (9.9e-06)
789.678 .... 2318 packets received, 6017 bps, 75.21%, Err 59 (9.9e-06)
793.145 ** WARNING: System too busy, sleep 15 ms, but be awakened 78 ms later
794.016 .... 2324 packets received, 5999 bps, 74.99%, Err 60 (1.0e-05)
796.523 .... 2332 packets received, 6001 bps, 75.01%, Err 60 (1.0e-05)
798.583 .... 2340 packets received, 6006 bps, 75.08%, Err 60 (1.0e-05)
800.721 .... 2348 packets received, 6011 bps, 75.13%, Err 60 (9.9e-06)
